ID_ViThuoc,TenViThuoc,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15
232,Đỗ trọng,-0.013225194,-0.0033912715,0.02506344,0.009113712,-0.019307453,-0.026594661,-0.022422193,0.010883814,0.0046663466,-0.020388717,0.030137908,0.01474572,-0.0040848707,0.036176722,0.011239447,-0.0029995628
233,Hoàng cầm,0.030435681,-0.019319821,0.0090235695,-0.018588223,-0.03559975,-0.018563472,-0.025293918,-0.0203632,-0.01136961,-0.007039729,0.024099145,0.0008578524,0.003203806,0.006420452,-0.0097704455,-0.016931072
234,Hồi đầu thảo,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
235,Rau cần tây,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
236,Cây chẹo,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
237,Cây củ đậu (Hạt),-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
238,Cây hột mát,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
239,Cây lá ngón,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
240,Cây sui,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
241,Thân mát,0.0010386892,-0.014879861,-0.033060495,-0.009832906,-0.02089278,0.011426669,-0.03905355,-0.020345565,-0.004444213,0.02540643,0.0226199,0.010626033,0.025254836,5.8118254e-05,0.0044944184,0.028190654
242,Hồi núi,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
243,Hương bài,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
244,Hương lâu,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
245,Cổ giải,-0.011331871,-0.0064899186,-0.008857697,0.045894004,-0.011018094,-0.012155101,-0.042574108,-0.0023558885,0.0033238828,0.021638596,0.031309385,0.029012114,0.0123695005,0.04491617,0.024553737,0.022289902
246,Cúc trừ sâu,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
247,Tỏi độc,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
248,Cây ngọt nghẹo,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
249,Cây cho curaro,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
250,Sở,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
251,Trẩu,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
252,Cây lim,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
253,Mắc kẹn,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
254,Thuốc lá,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
255,Gai dâu,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
256,Cây sơn,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
257,Dây thuốc cá,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
258,Sơn tra,-0.48829904,0.06058646,0.4101351,0.23971051,1.3695565,0.6553819,1.3587422,1.2382835,0.62645376,-0.7433886,-1.3544787,-1.338906,-1.3013797,-0.32715935,0.18602316,-0.072729066
259,Mạch nha,-0.01670119,0.011616244,0.032402866,0.029636214,-0.02017276,-0.046148285,-0.017757317,0.00734487,0.009337166,-0.043353863,0.021299943,0.002561029,0.00302548,0.066149056,0.013311364,-0.023357615
260,Thần khúc,-0.011582693,0.0065538594,0.02658818,0.03575144,-0.021197546,-0.039082028,-0.020263283,0.00096268207,0.006892879,-0.028267141,0.023964796,0.010771431,0.0050067143,0.06491682,0.012641642,-0.018109508
261,Đu đủ,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
262,Kê nội kim,-0.0060502775,0.012787323,-0.003830552,-0.0025876127,-0.019933872,-0.040264368,-0.014197389,-0.028575294,-0.011138402,-0.01913124,3.101304e-05,0.06445045,-0.0063549397,0.022946324,-0.0016967538,-0.02654251
263,Chỉ thực,0.032303378,-0.011094601,0.0084782615,-0.022039503,-0.02251489,-0.027791008,-0.018806728,-0.023148965,-0.019719562,-0.017664103,0.018033031,0.0052051544,0.004510297,0.020636242,-0.006139716,-0.024320599
264,Địa liền,0.002667509,0.006962321,0.013921954,0.05251158,-0.029144015,-0.03058397,-0.032252632,-0.026221577,-0.005454724,0.011377111,0.028981563,0.050759442,0.019952,0.062451307,0.008160949,-0.0027952679
265,Gừng,-0.004006801,0.0012302082,0.0018782392,0.057361223,-0.017200314,-0.026655309,-0.03482642,-0.01669664,-0.008567382,0.0043460475,0.026371744,0.052277096,0.021149753,0.07133205,0.020352798,0.0049329437
266,Gừng gió,0.0021698885,-0.00670774,-0.045384664,-0.030527484,-0.012411334,0.01216042,-0.028667135,-0.0054678805,-0.0051324903,0.014147893,0.018946357,-0.004038021,0.038450416,-0.02246539,0.007690333,0.02854688
267,Hạt sen,-0.010366626,0.0018769782,-0.01537054,-0.019403245,-0.025748651,-0.02538485,-0.0035189,-0.035534095,0.0010788906,-0.010323882,0.012487002,0.05574155,-0.0030112504,0.010628805,0.012086667,-0.020059213
268,Hạt tiêu,0.007267952,-0.01133914,-0.02063232,-0.016073326,-0.035064813,-0.0021404214,-0.040637955,-0.040772427,-0.02582001,0.027429989,0.028563246,0.022094555,0.010090979,0.012953211,-0.00578388,0.0153395515
269,Hậu phác,0.021872722,-0.014358708,-0.0040180907,0.015152095,-0.02195238,-0.029261015,-0.032660976,-0.008018587,-0.0054061688,0.0071054418,0.023866203,0.012149416,0.0064123897,0.035144974,0.0074446388,0.00050928816
270,Hoắc hương,-0.007293351,-0.0020506158,0.002561614,0.0641451,-0.013870489,-0.023748592,-0.033646554,-0.013525642,-0.0056361607,0.0022745794,0.0255212,0.052912787,0.024253039,0.07779527,0.024251265,0.00703346
271,Long đờm thảo,0.03285438,-0.015141905,0.017152824,-0.026973937,-0.030119646,-0.025665939,-0.021151016,-0.025369316,-0.024082698,-0.013327563,0.024091221,0.008814387,-0.00040795794,0.009671859,-0.013964256,-0.024495635
272,Nga truật,-0.044429917,-0.0055066533,0.019251518,0.04268971,-0.0022568963,-0.0024546385,-0.063068055,-0.00464426,0.0069338125,-0.009898158,0.022968698,0.05643093,0.039801195,0.045635987,0.03622953,0.007994877
273,Ngô thù du,0.014045019,-0.01049655,-0.033254042,-0.028561965,-0.022664484,-0.000882335,-0.026392253,-0.013056669,-0.012189781,0.01314459,0.019535024,0.004665263,0.028602453,-0.02026336,-0.002655353,0.016147131
274,Ngũ gia bì,0.005681418,-0.01845155,0.0035117567,0.031539276,-0.030668255,-0.007157497,-0.035723172,-0.010086693,-0.0031599547,0.01617896,0.036682744,0.03603016,-0.0034037097,0.034357604,0.014491305,0.009947231
275,Ớt,0.0024471618,-0.023058955,-0.04853101,-0.014829725,-0.004932329,0.03277301,-0.010369508,-0.019721862,-0.0017361115,-0.0039356663,0.013899554,0.0077365413,0.041744016,0.0066895224,0.015363799,0.03150504
276,Quít - Trần bì,-0.012270419,-0.0016665775,0.012238279,0.058189824,-0.009124182,-0.03408192,-0.037108913,0.00063043274,0.0056064487,-0.006675848,0.021242134,0.0284805,0.024532912,0.073475346,0.027599415,-0.0025352798
277,Riềng,0.0028614588,-0.008206059,-0.025645956,-0.012364145,-0.029545818,0.0032001846,-0.034076102,-0.038673554,-0.021765197,0.020737557,0.029448666,0.022567756,0.021130912,0.017294284,-0.0050474554,0.0221768
278,Xương bồ,-0.019338407,-0.009797526,-0.001748167,0.046718337,-0.00087185577,0.004297834,-0.02469088,-0.008534655,0.0083945,-0.011059666,0.01896644,0.03868244,0.028302137,0.05738498,0.035343386,0.015317554
279,Bạch biển đậu,-0.021621695,0.008845654,0.03303045,0.030728864,-0.016370513,-0.043768823,-0.019999387,0.007515978,0.0117465025,-0.04516027,0.020174038,0.0018751621,0.0043466114,0.0693917,0.0158774,-0.027773004
280,Bạch truật,-0.4519753,0.11501446,0.27717716,0.22384399,1.0689017,0.48402023,1.0130287,0.9487329,0.5303763,-0.6343454,-1.060632,-1.045858,-1.052946,-0.21848084,0.13963686,-0.07862833
281,Thương truật,0.010941453,0.006846222,0.012729473,0.027855014,-0.024564978,-0.03987755,-0.02757735,-0.012078166,0.0021834755,-0.0050981557,0.018680856,0.024013631,0.022010915,0.042880896,0.008756436,-0.009905711
282,Đơn lá đỏ,-0.0030924883,0.00064540654,-0.037806474,-0.028962266,-0.0096138045,-0.00061850995,-0.028876865,0.0012824554,-0.00494842,0.010769475,0.019953065,-0.011026289,0.036902107,-0.018577809,0.007279886,0.02357379
283,Đùm đùm,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
284,Mâm xôi,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
285,Mộc hương,-0.0019185264,-0.021292962,-0.005624909,0.026434435,-0.0051315725,-0.01753354,-0.04014481,0.009089984,0.0018029967,0.006411072,0.02463412,0.0071026236,0.012231166,0.043248136,0.022251308,0.011100082
286,Rau đay,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
287,Dương xuân sa,0.0072979294,-0.007353247,0.0033178627,0.03709779,-0.02805708,-0.023682073,-0.030755943,-0.011623185,-0.0078071835,0.011483688,0.03590397,0.03721475,0.00021472876,0.050875623,0.0097982995,0.0060581826
288,Sa nhân,0.0077578425,-0.009430342,0.00014869869,0.034204476,-0.027323354,-0.02243676,-0.03135526,-0.01089143,-0.009687638,0.010996809,0.03653117,0.03577725,-0.0013886145,0.050128054,0.010520179,0.0075170808
289,Đậu khấu,-0.007293351,-0.0020506158,0.002561614,0.0641451,-0.013870489,-0.023748584,-0.033646554,-0.013525642,-0.0056361607,0.0022745784,0.0255212,0.052912787,0.02425304,0.07779527,0.024251265,0.00703346
290,Thảo đậu khấu,0.002667509,0.006962321,0.013921954,0.05251158,-0.029144015,-0.03058397,-0.032252632,-0.026221577,-0.005454724,0.011377111,0.028981563,0.050759442,0.019952,0.062451307,0.008160949,-0.0027952679
291,Hồng đậu khấu,0.0028614588,-0.008206059,-0.025645956,-0.012364145,-0.029545818,0.0032001846,-0.034076102,-0.038673554,-0.021765197,0.020737557,0.029448666,0.022567756,0.021130912,0.017294284,-0.0050474554,0.0221768
292,Ích trí nhân,0.0061890706,-0.006691524,0.0008485764,0.033772558,-0.030598003,-0.018983953,-0.033466496,-0.0145113915,-0.0038486454,0.015922014,0.040530834,0.031659864,-0.010369483,0.041683268,0.0142806005,0.007602893
293,Nhục đậu khấu,0.011407673,-0.0162252,-0.006058473,0.03285384,-0.026243445,-0.01928825,-0.03868085,-0.01982937,-0.013677917,0.01816372,0.035303812,0.03131345,-0.0032074987,0.053476762,0.009720836,0.008191334
294,Thành ngạnh,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
295,Thảo quả,0.0028176866,0.0068584187,0.0133065805,0.051916428,-0.028897818,-0.030486137,-0.032277912,-0.026139688,-0.0059064417,0.011054162,0.02892081,0.050793275,0.019843144,0.062264215,0.008243864,-0.0024855211
296,Thị (Tai quả),0.02136274,-0.022120811,-0.009569526,-0.0021079518,-0.059375685,-0.021982573,-0.015706843,-0.04323264,-0.050084587,0.016031539,0.013013359,0.062953316,0.023207147,-0.004248332,-0.027896328,-0.04130614
297,Bách bệnh,0.0055757947,0.0051841317,0.0126671195,0.009131232,-0.024342824,-0.040364213,-0.03880112,0.004943602,0.008273054,0.0017283708,0.02928127,0.00045388192,0.016401272,0.015399881,0.0054535763,0.0042670183
298,Hublông,-0.0011203326,0.006140017,-0.017541047,-0.015819922,-0.03901374,-0.012209889,-0.02981844,-0.0020411685,-0.0078562815,0.017396715,0.027196497,-0.001715634,0.045428243,-0.026461706,-0.006765443,0.005774256
299,Cây dung,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
300,Hoa tiên,0.0036334954,-0.009883956,0.026948571,-0.019554066,-0.041644435,0.0041575693,-0.036102876,-0.028628822,-3.0563213e-05,-0.017844716,0.027178012,0.034175,0.039467588,-0.016999917,-0.008681139,-0.013710711
301,Màng tang,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
302,Rau mùi,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
303,Nấm hương,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
304,Thiên đầu thống,0.040810585,-0.009774339,0.031165943,0.018551538,-0.055273894,-0.037391797,-0.023584278,-0.044666152,-0.019243622,0.026404524,0.03493509,0.041051917,-0.013764884,0.0265936,-0.011615272,-0.029100735
305,Tai chua,0.03200835,-9.1603026e-05,0.0051853955,-0.028410677,-0.042365577,-0.0039886907,-0.010815758,-0.05458222,-0.007856378,0.049475707,0.025725521,0.034997866,0.022314262,-0.04740151,-0.015608502,-0.01605831
306,Thìa là,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
307,Vôi,-0.011331871,-0.0064899186,-0.008857697,0.045894004,-0.011018094,-0.012155101,-0.042574108,-0.0023558885,0.0033238828,0.021638596,0.031309385,0.029012114,0.0123695005,0.04491617,0.024553737,0.022289902
308,Cây lá men,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
309,Sổ,0.025052365,-0.009806153,-0.022582185,-0.029807337,-0.028447617,-0.016978431,-0.017072765,-0.045200277,-0.020583501,0.028151447,0.018847615,0.036439784,0.012245627,-0.02134176,-0.0060518906,-0.011506133
310,Thanh ngâm,0.021649182,-0.016808953,0.0040199086,-0.022616088,-0.026579078,-0.011594549,-0.027991747,-0.011841141,-0.005822995,-0.00831135,0.026669763,-0.009122435,0.012110425,0.0011358038,-0.007845713,-0.007982165
311,Kha tử,0.03462708,-0.022206642,-0.027495913,-0.03259594,-0.02971879,-0.0128028765,-0.010674089,-0.05412322,-0.03864906,0.011584196,0.007198829,0.048090845,-0.0037862887,-0.0014791042,-0.004981626,-0.022497244
312,Măng cụt (Vỏ quả),0.037795857,-0.026185218,-0.027102295,-0.01085297,-0.021561276,-0.0469898,-0.008598965,-0.08219071,-0.033275437,0.03002883,0.006270744,0.08375034,-0.009039663,0.014127575,-0.0041708946,-0.059223052
313,Ngũ bội tử,0.05213932,-0.035874035,-0.02705076,-0.026991483,-0.033446517,-0.029931411,-0.003427552,-0.08526948,-0.047943845,0.029117936,0.0073824823,0.07360597,-0.014960134,0.006034229,-0.0039707497,-0.051237714
314,Cây ổi,0.022149742,-0.017477825,-0.024244294,-0.0122520365,-0.040051553,-0.02199971,-0.014989452,-0.046606015,-0.03423466,0.031029677,0.019027721,0.04745952,0.01935688,-0.006947819,-0.009873297,-0.03400078
315,Ô dược,-0.42098308,0.086590976,0.2616376,0.24339631,1.0525975,0.5080937,1.008605,0.95663714,0.51167196,-0.60316324,-1.0375926,-1.0243117,-1.0511085,-0.23885041,0.14655526,-0.06746316
316,Sim,0.002242323,-0.0019461345,-0.02696139,-0.0011897497,-0.004019819,-0.04152201,-0.021770166,-0.03866465,-0.014166024,0.0020426484,-0.00031886995,0.06018834,0.000991992,0.023861784,0.002427266,-0.027078513
317,Trầm hương,0.0072979294,-0.007353247,0.0033178627,0.03709779,-0.02805708,-0.023682073,-0.030755943,-0.011623185,-0.0078071835,0.011483688,0.03590397,0.03721475,0.00021472876,0.050875623,0.0097982995,0.0060581826
318,Kiến kỳ nam,-0.018307168,-0.006129087,-0.036356173,-0.031050207,-0.023680206,0.016929857,-0.030760309,-0.00095405616,-0.007447557,0.030947262,0.0014079884,-0.0038552508,0.010011787,-0.04834555,0.01037018,0.036151495
319,Cà rốt,-0.024355887,0.01464269,-0.021461785,-0.0052059162,-0.004494697,-0.03206066,-0.020071568,-0.016272958,0.0028587598,-0.01756216,0.002297368,0.051906727,0.005900225,0.019797612,0.006986622,-0.009315476
320,Preah phneou,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
321,Củ nâu,-0.006199943,0.0023433864,-0.038272128,-0.024921212,-0.00445614,-0.005845733,-0.029144118,-0.0027061775,-0.0039971224,0.005995879,0.015095573,-0.00033797696,0.030371537,-0.011090232,0.007308757,0.019411819
322,Vải (Hạt),0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
323,Khoai riềng,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
324,Khiên ngưu,0.040253595,-0.021429185,0.007893026,-0.014723875,-0.039991792,-0.025711365,-0.021200811,-0.02093013,-0.010836132,-0.003666229,0.022106562,-0.00084463134,-0.0011137142,0.011779744,-0.011257148,-0.02101297
325,Khoai lang,-0.024355887,0.01464269,-0.021461785,-0.0052059162,-0.004494697,-0.03206066,-0.020071568,-0.016272958,0.0028587598,-0.01756216,0.002297368,0.051906727,0.005900225,0.019797612,0.006986622,-0.009315476
326,Cây đại (Vỏ),-0.0011203326,0.006140017,-0.017541047,-0.015819922,-0.03901374,-0.012209889,-0.02981844,-0.0020411685,-0.0078562815,0.017396715,0.027196497,-0.001715634,0.045428243,-0.026461706,-0.006765443,0.005774256
327,Mang tiêu,0.03707745,-0.01687872,0.0052997917,-0.019729195,-0.04801404,-0.022587426,-0.02645222,-0.03585658,-0.026601959,0.013999134,0.024145693,0.01753508,-0.0053674546,0.009633925,-0.007950664,-0.017309807
328,Ba đậu,0.0072679557,-0.01133914,-0.020632323,-0.01607333,-0.035064805,-0.0021404177,-0.040637955,-0.04077242,-0.02582001,0.027429989,0.028563246,0.022094555,0.010090979,0.012953207,-0.0057838783,0.015339555
329,Thầu dầu (Dầu hạt),0.02298953,-0.013666582,-0.039170712,-0.027992602,-0.014405824,-0.013537858,-0.018418321,-0.043613706,-0.020921899,0.0016030762,0.00402385,0.037224002,-0.008963514,0.005182218,-0.00875387,-0.01985816
330,Chút chít,0.021649182,-0.016808953,0.0040199086,-0.022616088,-0.026579078,-0.011594549,-0.027991747,-0.011841141,-0.005822995,-0.00831135,0.026669763,-0.009122435,0.012110425,0.0011358038,-0.007845713,-0.007982165
331,Đại hoàng,0.031226955,-0.021193076,0.004232779,-0.019874591,-0.030255351,-0.017117739,-0.02103653,-0.022714078,-0.01933294,-0.011088571,0.019929647,0.001953315,0.0074912785,0.013488404,-0.009851072,-0.023326494
332,Lô hội,0.031531237,-0.01739896,0.009275667,-0.013991684,-0.042534526,-0.022482939,-0.022511305,-0.025058936,-0.018916884,-0.005105813,0.021391083,0.009319738,0.008127964,0.008465778,-0.012158042,-0.025548253
333,Muồng trâu,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
334,Phan tả diệp,0.025877915,-0.03864399,-0.0010955036,-0.013383139,-0.017479856,-0.005460292,-0.030123675,-0.04534227,-0.023244916,-0.016463324,0.03195921,0.014348343,0.0064833267,0.03311183,-0.023432784,-0.009133529
335,Thảo quyết minh,0.011563413,-0.024200432,0.0064606294,-0.030830584,-0.01579041,0.00066813454,-0.0128312465,-0.023648806,-0.014181215,-0.031752035,0.030489929,0.008892544,0.0021174813,0.010803685,-0.016416673,-0.009426251
336,Vọng giang nam,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
337,Rau mồng tơi,0.014773186,-0.037916448,-0.0047732443,-0.037205793,-0.0025763959,0.019245556,-0.010196386,-0.018832948,-0.020768328,-0.027530316,0.029011443,0.00097438693,0.0121280495,0.011783518,-0.0073874053,-0.0022264756
338,Thạch,0.008541781,-0.02693792,-0.004895881,-0.024559047,-0.0018065646,0.013886485,-0.021321366,-0.022735551,-0.021752158,-0.021831894,0.0437651,0.0018065907,0.026195887,0.018121284,-0.009886133,0.00017138943
339,Cây hoa phấn,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
340,Ba đậu tây,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
341,Đằng hoàng,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
342,Đậu cọc rào,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
343,Cây lai,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
344,Lộc mai,-0.0008794628,-0.00093689375,-0.048563566,-0.042754162,-0.013637852,0.012520179,-0.026326528,-0.014385957,-0.016738107,0.016896917,0.017315112,0.0064146295,0.034647435,-0.031990904,0.0059084967,0.02968875
345,Me,0.03200835,-9.1603026e-05,0.0051853955,-0.028410677,-0.042365577,-0.0039886907,-0.010815758,-0.05458222,-0.007856378,0.049475707,0.025725521,0.034997866,0.022314262,-0.04740151,-0.015608502,-0.01605831
346,Lạc (Dầu),0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
347,Tục tùy tử,0.01680009,-0.022477344,-0.014250085,0.02221726,-0.024184976,-0.0072137043,-0.036697827,-0.019464776,-0.010275912,0.02483417,0.037058707,0.024351917,-0.0110916905,0.03367145,0.014223833,0.010645503
348,Thanh long,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
349,Cây khôi,0.0107854605,0.012033545,0.00912641,-0.00024244934,-0.033273157,-0.016617108,-0.023412267,-0.01623375,0.0025982475,0.03362623,0.028011858,0.023054913,0.0331743,-0.016805118,-0.012795797,0.0074043944
